Sentence,Score
"Собственное производство по переработке изношенных покрышек и шин позволяет полностью перерабатывать отходы, образующиеся в результате технического обслуживания автотранспорта",0
"Компания располагает оборудованием по измельчению и прессовке бумажных, картонных и полимерсодержащих отходов с последующей их реализацией в качестве вторичного сырья.",0
"На территории нефтеперерабатывающего завода Компании организовано селективное накопление отходов в специально промаркированных емкостях для дальнейшего взвешивания, проверки на радиоактивность и размещения на комплексе хранения и захоронения отходов.",0
В целях снижения негативного влияния на окружающую среду значительное количество отходов применяется заводом повторно,0
Отходы I класса опасности передаются в специализированные организации для последующего обезвреживания.,0
"Комплексный подход к решению задач в области обращения с отходами, использование современного оборудования и технологий позволяют Компании удерживать низкие удельные показатели образования и захоронения отходов.",0
"в 2017 году экологический мониторинг проводился на 122 лицензионных участках, состояние компонентов природной среды контролировалось в 5 468 точках мониторинга.",0
"Производственный экологический мониторинг ОАО «Сургутнефтегаз» на уровне техногенных объектов включает в себя такие важные направления, как контроль кустовых площадок скважин, полигонов отходов, шламонакопителей, переходов трубопроводов через водотоки.",0
"Исследования проб, отобранных в рамках проводимого мониторинга, выполняются в 11 лабораториях, в том числе в центральной базовой лаборатории экоаналитических и технологических исследований Инженерно-экономического внедренческого центра ОАО «Сургутнефтегаз» и производственно-исследовательской лаборатории участка научно-исследовательских и производственных работ НГДу «Талаканнефть» в восточной Сибири.",0
"в целях недопущения нарушений гидрологического режима в результате неудовлетворительного технического состояния и низкой эффективности работы водопропускных сооружений Компания проводит мониторинг подтоплений, по результатам которого разрабатываются мероприятия по устранению выявленных нарушений.",0
Дистанционный мониторинг организован в Компании с использованием авиапатрулирования и крупномасштабной аэрофотосъемки на территориях производственной деятельности ОАО «Сургутнефтегаз». ,0
"На основании информации, полученной по итогам проведения мониторинга, Компания проводит инвентаризацию нарушенных земель, разработку и корректировку проектов рекультивации шламовых амбаров, оценку текущей экологической ситуации в гра- ницах лицензионных участков, решает иные задачи в области экологической безопасности.",0
В 2018 году ОАО «Сургутнефтегаз» продолжит реализацию мероприятий по обеспечению экологической безопасности производственной деятельности по основным направлениям.,0
В рамках мероприятий по охране и рациональному использованию земель планируется выполнить работы по рекультивации 179 шламовых амбаров.,0
"Для снижения негативного влияния производственной деятельности на водные объекты и атмосферный воздух продолжится строительство и модернизация уПСв, насосных станций для перекачки стоков",0
В полном объеме будет продолжен производственный экологический мониторинг параметров природной среды.,0
"Персонал Компании – это важнейший актив, который позволяет обеспечивать стабильные производственные результаты и эффективное развитие акционерного общества.",1
"ОАО «Сургутнефтегаз» стремится создать оптимальные условия для слаженной работы коллектива и полного раскрытия интеллектуального, профессионального, творческого потенциала сотрудников, мотивировать их на эффективную работу.",1
Компания является одним из крупнейших работодателей в России.,0
"В 2017 году среднесписочная численность персонала составила 113,6 тыс. человек, из которых 89,8 % занято в сфере добычи нефти и газа, 6,9 % – в сфере переработки нефти, 3,3 % – в секторе сбыта нефтепродуктов.",0
"В условиях быстрого развития технологий и систем управления наиболее важным направлением кадровой политики Компании является обучение и развитие персонала, повышающее эффективность производства и конкурентоспособность ОАО «Сургутнефтегаз».",1
"в Компании создана система непрерывного профессионального образования, в основе которой собственные учебные центры: центр политехнического обучения (цПТО) и центр по профессиональной подготовке, переподготовке кадров ООО «КИНЕф», на которые пришлось 78,6 % обученных в отчетном году. ",0
Наряду с обучением в собственных центрах Компания пользуется ус- лугами по подготовке кадров российских и зарубежных образовательных организаций.,0
Ежедневно учебные классы и производственные площадки цПТО посещает около 500 человек,0
"Всего в каталоге цПТО свыше 1 800 курсов подготовки рабочих, повышения квалификации руководителей и специалистов.",0
Программы обучения в центре максимально практикоориентированы и направлены на повышение производительности.,1
"В 2017 году разработано 5 образовательных программ повышения квалификации по рабочим профессиям, обучение прошли 2 673 человека.",0
"Всего в отчетном году подготовку в учебных центрах Компании по разным программам прошли около 31 тыс. человек, что составляет более 27,3 % среднесписочной численности персонала Компании.",0
"Система оценки эффективности проведенного обучения проводится на основе результатов квалификационных экзаменов и тестирования, а также обратной связи от обучающихся. ",0
"Учебный центр включает 12 классов, оснащенных современными средствами обучения, которые позволяют на высоком уровне проводить подготовку персонала по основным направлениям деятельности завода.",0
 Создан механизм мониторинга ежегодной оценки в информационных системах.,0
"В целях повышения качества комплектования Компании квалифицированными кадрами требуемых профессий и квалификаций в 2017 году было проведено 5,9 тыс. тестирований кандидатов на трудоустройство на базе компьютерного класса цПТО по 99 рабочим профессиям.",0
В ОАО «Сургутнефтегаз» функционирует система наставничества для вновь принятых на работу и переведенных внутри подразделений сотрудников,0
Компания ведет работу по формированию резерва кадров,0
"Объективность процедуры отбора обеспечивается применением автоматизированных методов оценки технических и управленческих компетенций, деловых качеств работников.",0
"Приоритетным направлением кадровой политики ОАО «Сургутнефтегаз» является работа по привлечению мотивированных, профессионально подготовленных молодых специалистов. ",0
"С этой целью Компания активно проводит мероприятия, направленные на популяризацию профессий и специальностей нефтегазово го комплекса среди школьников, выстраивает партнерские отношения с образовательными организациями высшего образования.",0
"В рамках комплексного сотрудничества с общеобразовательными организациями проводятся тематические занятия по направлениям деятельности, организуются ознакомительные экскурсии на производственные объекты и в музей ОАО «Сургутнефтегаз».",0
На протяжении многих лет Компания сотрудничает с образовательными организациями Российской федерации,0
Основной образовательной организацией по подготовке профильных для Компании специалистов является Тюменский индустриальный университет. ,0
На конец 2017 года в акционерном обществе работали более 8 тысяч выпускников этой образовательной организации.,0
"Кроме того, на основании договора «О сотрудничестве в области экономического развития мО «Ленский район» Республики Саха (якутия)» обучается 24 человека.",0
"Студентам предоставляется возможность прохождения производственной практики в подразделениях акционерного общества для закрепления и совершенствования профессиональных знаний, ознакомления со спецификой работы и получения практических навыков. ",0
В 2017 году в Компании прошли производственную практику 3 490 студентов.,0
"Выпускникам образовательных организаций, прибывшим на трудоустройство в ОАО «Сургутнефтегаз», присваивается статус «молодой специалист».",0
"Для них регулярно организуются встречи с руководителями Компании и Объединенной профсоюзной организации ОАО «Сургутнефтегаз», проводятся тренинги, семинары-практикумы, форумы молодых профессионалов, мастер-классы, деловые игры, корпоративные соревнования",0
"Эти мероприятия направлены на раскрытие творческого потенциала талантливой молодежи и развитие профессионализма, личностный рост. ",1
"На конец отчетного года в Компании работали 2 003 молодых специалиста, из них 536 трудоустроены в 2017 году.",0
"На протяжении 37 лет проводится ежегодная научно-техническая конференция молодых ученых и специалистов ОАО «Сургутнефтегаз», позволяющая привлекать молодые кадры к совершенствованию технологических процессов, внедрению новых технологий, повышению эффективности производства. ",0
"в 2017 году состоялась XXXVII конференция, в которой приняли участие 1 162 человека",0
По результатам конференции победители получили возможность познакомиться с опытом работы компаний топливно-энергетического комплекса.,0
в результате внедрения в производство их новаторских решений и разработок экономический эффект составит более 26 млн руб.,0
"молодые специалисты Компании ежегодно становятся участниками всероссийских и окружных научных и специализированных конференций, форумов, конкурсов, показывают высокий профессионализм и заинтересованность в работе. ",1
"в декабре 2017 года 16 молодых специалистов Компании приняли участие во всероссийском конкурсе «Новая идея», проведенном под эгидой министерства энергетики Российской федерации, на лучшую научно-техническую разработку среди молодежи предприятий и организаций топливно-энергетического комплекса.",0
"во всероссийском конкурсе «Инженер года» приняли участие 58 молодых специалистов Компании, из них 12 получили звание лауреата конкурса.",0
"В отчетном году 40 молодых работников Компании приняли участие в XVII окружной научной конференции молодых специалистов, работающих в организациях, осуществляющих деятельность, связанную с использованием участков недр на территории ханты-мансийского автономного округа – Югры, из них 15 человек заняли призовые места.",0
"Немаловажным фактором в работе с персоналом является действующая комплексная система мотивации сотрудников, включающая материальное и моральное стимулирование работников.",0
"Материальное стимулирование персонала основано на системе оплаты труда с ежегодной индексацией, системе годового и квартального премирования за выполнение производственных и технико-экономических показателей",0
"Действующий в Компании коллективный договор предусматривает широкий спектр льгот, гарантий и компенсаций для работников, членов их семей, неработающих пенсионеров.",0
"На протяжении многих лет поддерживается и сохраняется традиция проведения конкурсов профессионального мастерства, поощрения и награждения работников за значительный вклад в развитие Компании и отрасли.",0
"в 2017 году за многолетний добросовестный труд, профессиональное мастерство, успешное выполнение производственных показателей, а также в связи с 40-летием Компании, празднованием Дня работников нефтяной и газовой промышленности и другими значимыми событиями награждено 4 200 работников",0
"Кроме того, в отчетном году 8 348 чел. удостоены наград подразделений Компании.",0
"Опыт проведения такого рода соревнований обеспечивает стабильный рост производительности труда, способствует как реализации профессионального потенциала соревнующихся коллективов, так и повышению инициативности каждого работника. ",0
"Проводимые соревнования дают толчок к решению многих вопросов, поднимают интересные темы, направленные на повышение эффективности работы отдельных участков и цехов, инновационные проекты и разработки участников внедряются в производство и приносят немалый экономический эффект.",1
" Победители конкурсов награждаются дипломами и призами, получают денежное вознаграждение.",1
"ОАО «Сургутнефтегаз» в своей деятельности руководствуется принципами социально ответственного ведения бизнеса, учитывая интересы своих сотрудников и общества.",0
"Компания обеспечивает комфортные условия труда и быта для персонала, реализует социальные и благотворительные программы, выстраивает партнерские отношения с государством и органами власти в регионах присутствия.",1
"Компания инвестирует значительные средства в решение социальных задач, участвует в реализации проектов в сфере развития отечественной культуры, образования, здравоохранения, социальной поддержки населения.",1
Действующие в Компании социальные программы получают признание и награды на региональном и федеральном уровнях.,1
"Основными направлениями программ являются создание комфортных условий труда, быта, отдыха, оздоровление сотрудников на базе корпоративного оздоровительного комплекса, развитие спорта, поддержка пенсионеров и ветеранов, благотворительная и спонсорская деятельность",1
" в 2017 году по итогам конкурса на лучшую социально ориентированную компанию нефтегазовой отрасли, организованного минэнерго России,компании был присвоен диплом «за создание условий труда, позволяющих сохранить здоровье работников в процессе трудовой деятельности».",1
"Основополагающими документами, определяющими систему льгот и гарантий для сотрудников, членов их семей и пенсионеров Компании, являются коллективные договоры предприятий ОАО «Сургутнефтегаз».",0
"Программа оздоровления является важнейшим элементом социальной защиты сотрудников и включает санаторно-курортное лече- ние, добровольное медицинское страхование, организацию регулярных профилактических медицинских обследований.",0
"в 2017 году организованы периодические медицинские осмотры для 78,2 тыс. работников, в том числе 11,4 тыс. выездных медицинских осмотров в мобильных медицинских комплексах.",0
"в нефтегазодобывающем секторе Компании организовано оказание первичной медико-санитарной помощи работникам в 24 здравпунктах, расположенных в ханты-мансийском автономном округе – Югре, Тюменской области, Республике Саха (якутия), один из которых (на Южно-Нюрымском месторождении) лицензирован в 2017 году.",0
Ежегодно акционерное общество организует вакцинацию около 15 тыс. человек и проводит около 7 млн предрейсовых и послерейсовых медосмотров водителей.,0
"Здравпункты на отдаленных месторождениях обеспечивают доступ- ность медпомощи сотрудникам, работающим вахтовым методом, способствуют сокращению периода нетрудоспособности персонала.",0
"Приоритетным направлением реализации оздоровительной программы является санаторно-курортное лечение, осуществляемое на базе корпоративного оздоровительного комплекса, санаториев России и зарубежья. ",0
"Ежегодно организовывается санаторно-курортное лечение в санаториях Белокурихи, Тюменской области, Республики Башкортостан, Новгородской, Псковской, Калининградской областей, Кавказских минеральных вод, черноморского побережья.",0
"в корпоративных здравницах, санаториях России и зарубежья, расположенных в разных климатических зонах и имеющих различную направленность лечебных программ, в 2017 году прошли лечение свыше 39 тыс. работников Компании, членов их семей и пенсионеров.",0
"Основная часть отдыхающих (93,7 %) воспользовалась комплексом санаторных услуг в оздоровительных учреждениях Компании",0
"Оздоровительные учреждения Компании располагают всей необходимой инфраструктурой для комфортабельного отдыха и эффективного лечения, оснащены новейшим оборудованием, укомплектованы высококвалифицированным медицинским персоналом.",1
"Разработанные и внедренные на их базе лечебно-оздоровительные программы предусматривают профилактику, лечение и реабилитацию пациентов с различными заболеваниями.",0
"Регулярно разрабатываются и внедряются самые прогрессивные методики оздоровления, появляются новые возможности диагностики, совершенствуются условия проживания, система питания и повышается уровень качества предоставляемых услуг.",1
"здравницы Компании на черноморском побережье Краснодарского края – санатории «Нефтяник Сибири» и «Лермонтово» – приняли на отдых и лечение в отчетном году 14,3 тыс. работников, членов их семей и пенсионеров Компании.",0
в санаториях лицензировано 79 видов медицинской деятельности.,0
"современный детский санаторий «Юный нефтяник», где дети совмещают лечение и активный отдых, в течение 2017 года посетили порядка 3,9 тыс. детей.",0
"за высокий уровень организации оздоровления и отдыха, постоянное совершенствование качества предоставляемых услуг санатории Компании отмечены многочисленными благодарственными письмами, почетными грамотами и дипломами.",1
"многопрофильный санаторий «Кедровый Лог» функционирует круглогодично, предлагая комплексный подход к лечению.",0
"Ежегодно специалистами санатория разрабатывается 25 программ, предоставляющих многочисленные возможности оздоровления",0
"По каждому профилю заболевания перед проведением лечебных процедур проводится адресная диагностика, после которой составляется индивидуальная программа.",0
"в 2017 году санаторий оказал медицинские услуги по сохранению, восстановлению здоровья и медицинской реабилитации более 7,2 тыс. человек.",0
"Работники нефтеперерабатывающего завода Компании имеют возможность отдохнуть в собственном оздоровительном комплексе, который включает санаторий-профилакторий «Приозерный» и базу отдыха «мечта».",0
"В отчетном году комплекс принял на отдых и лечение более 10,2 тыс. человек. В летний период база отдыха работает в режиме детского оздоровительного лагеря – в 2017 году здесь отдохнули 896 детей сотрудников ООО «КИНЕф».",0
"Около 2,5 тыс. работников Компании и членов их семей воспользовались услугами по санаторно-курортному лечению в лучших здравницах России и зарубежья.",0
Компания с большим вниманием относится к обеспечению безопасных условий труда работников и защите их здоровья.,1
"Одними из первостепенных задач являются повышение уровня охраны труда, промышленной, пожарной и электробезопасности, исключение аварий, недопущение случаев травмирования на производстве.",1
"ОАО «Сургутнефтегаз» реализует мероприятия по повышению надежности технологического оборудования и обеспечению его безаварийной работы, внедряет новые технологии и автоматизированные противоаварийные системы.",1
"Непрерывно совершенствуется многоуровневая система управления охраной труда и промышленной безопасностью, направленная на реализацию комплекса правовых, социально-экономических, организационно-технических, санитарно-гигиенических, лечебно-профилактических, реабилитационных и иных мероприятий, которые обеспечивают защищенность здоровья работников, населения территорий присутствия от пожаров и аварий на производственных объектах.",0
"в целях привлечения специалистов Компании к проработке вопросов, связанных с обеспечением охраны труда, промышленной, пожарной и электробезопасности, в 2017 году организована работа секции «Техносферная безопасность» XXXVII научно-технической конференции молодых ученых и специалистов Компании.",0
в отчетном году впервые организован смотр-конкурс профессионального мастерства на звание «Лучшая бригада по безопасному проведению газоопасных и огневых работ»,0
"Компания регулярно проводит экспертные обследования технических устройств и сооружений, отработавших нормативный срок службы, с целью установления возможности их дальнейшей эксплуатации",0
в 2017 году эксплуатация оборудования с превышением установленных сроков эксплуатации не допущена.,0
"С целью определения возможности дальнейшей безопасной эксплуатации обеспечено проведение экспертизы промышленной безопасности 13 819 единиц технических устройств, 78 сооружений, 1 265 км линейных сооружений и 11 зданий.",0
ОАО «Сургутнефтегаз» на постоянной основе проводит мероприятия по улучшению условий труда работников.,1
модернизация оборудования и технологических процессов на рабочих местах с целью снижения вредных факторов производственной среды и трудового процесса до допустимых уровней позволили в 2017 году сохранить положительную динамику улучшения условий труда работников.,1
"Компания уделяет большое внимание созданию комфортных условий труда и отдыха для работников: обеспечивает функционирование объектов социально-бытового назначения, компенсирует расходы на питание в корпоративных столовых.",1
"На конец 2017 года в населенных пунктах, на месторождениях и промышленных базах Компании действовало 210 комфортабельных объектов межсменного отдыха, оснащенных необходимым комплексом помещений культурно-бытового и санитарно-гигиенического назначения на 13 427 койко-мест.",1
"Действующая сеть общественного питания Компании включает 429 столовых: 212 стационарных и 217 передвижных, которые ежедневно обслуживают более 26 тыс. человек. ",0
в 2017 году введена в эксплуатацию 1 столовая на 50 посадочных мест.,0
"В отчетном году введен в эксплуатацию новый высокотехнологичный корпус фабрики на 7 тыс. м2 по пошиву спецодежды Компании, который позволит повысить производительность и улучшить качество выпускаемой продукции. ",1
Ежегодно предприятие выпускает порядка 75 тыс. комплектов спецодежды для работников Компании.,0
"При пошиве применяются новейшие ткани российского производства и зарубежные технологии, все изделия проходят обязательную сертификацию и инспекционный контроль.",0
"ОАО «Сургутнефтегаз» выступает надежным партнером государства и общества, вносит весомый вклад в социально-экономическое развитие регионов присутствия, выступая крупным работодателем и налогоплательщиком.",1
"в течение отчетного года Компания направляла средства на строительство социально значимых объектов, развитие инфраструктуры, оказывала поддержку учреждениям образования, культуры, здравоохранения.",1
"На протяжении многих лет Компания взаимодействует с представителями коренных малочисленных народов Севера, проживающими на территории деятельности акционерного общества. ",0
"Им оказывается финансовая помощь в обучении детей в организациях высшего и среднего профессионального образования, предоставляется материальная поддержка, направленная на улучшение бытовых и жилищных условий, обеспечивается лечение в санаториях и специализированных учреждениях.",1
"Осваивая участки новых нефтегазодобывающих кластеров, Компания создает всю необходимую инфраструктуру: дороги, объекты энергетики, трубопроводы и многое другое. ",0
"Развитие нефтяных промыслов положительно сказывается и на благосостоянии и благоустройстве ближайших муниципалитетов: обеспечиваются заказами производители региона, создаются рабочие места, поступают дополнительные налоги в местный бюджет.",1
"в отчетном году продолжилось освоение месторождений в уватском и Белоярском районах, оказана финансовая поддержка Демьянскому поселению и деревне Нумто.",0
"в течение пяти лет в Белоярском районе Компанией построены пункт обогрева для ханты, жилые дома, клуб, визит-центр парка, часовня, непрерывно оказывается адресная помощь населению, решается проблема питьевой воды",1
"Применяя новейшие природоохранные технологии, Компания продолжает развивать природный парк «Нумто», который имеет охранный статус ввиду его уникального природного и культурного значения. ",1
"в отчетном году в двенадцатый раз отмечена значимая роль ОАО «Сургутнефтегаз» в социально-экономическом развитии региона на ежегодном окружном конкурсе «черное золото Югры», где Компания стала призером в номинациях «Самая динамично развивающаяся вертикально интегрированная компания», «за эффективность работы с недрами», «за сотрудничество с коренным населением» и победителем в номинации «Компания года».",0
"На протяжении многих лет одним из важнейших направлений социальной политики ОАО «Сургутнефтегаз» является пропаганда здорового образа жизни и содействие развитию массового спорта. Компания организует проведение разнообразных соревнований, турниров, слетов, предоставляет детям и взрослым широкие возможности для посещения спортивных секций.",1
в Компании функционирует 22 собственных спортивных объекта: 15 спортивных залов и 7 спортивных комплексов.  Созданная спортивная база обеспечивает условия для занятий более чем по 20 видам спорта. ,0
"Спортивные залы, комплексы и бассейны Компании на регулярной основе посещают более 23 тыс. работников. Ежегодно в спортивной жизни ОАО «Сургутнефтегаз» принимают активное участие более 13 тыс. работников.",0
"в 2017 году Компания провела юбилейную, 35-ю спартакиаду. Главная задача таких мероприятий – пропаганда здорового образа жизни работников.",0
участниками финальных соревнований стали более 6 тыс. сотрудников из 52 подразделений акционерного общества.,0
"По окончании спартакиады состоялся конкурс «Спортивная элита – 2017», по результатам которого в торжественной обстановке были вручены награды призерам и победителям в 55 номинациях.",0
